dataset_name,group,gen_base_type,gen_imbalance_ratio,gen_n_classes,gen_n_features,gen_n_samples_test,gen_n_samples_train,gen_noise,gen_noise_scale,gen_noise_type,gen_outlier_frac,gen_overlap,gen_spatial_distortion,gen_subsampled_to,CV,HDB,HDB_mean_f1,HDB_std_f1,IR,attr_ent.mean,attr_ent.sd,c2,can_cor.mean,can_cor.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,joint_ent.mean,joint_ent.sd,lh_trace,lsc,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,nr_attr,nr_class,nr_inst,pIR_cv,p_trace,roy_root,sd_ratio,t1,w_lambda
pmlb_saheart,real_pmlb,real_pmlb,1.8875,2,9,93,369,0.0,0.0,,0.0,0.0,False,369,0.3062330623306233,0.0,0.3718212092712974,0.0,1.8828125,2.586298390628725,0.6093579310531572,0.1714765325992077,0.47479166006620066,,0.9312538894440796,0.2010240305389505,0.17145053608239083,0.20157029149150205,0.17191643427826692,1.0027173913043486,0.7901163015585525,19.84244785968093,0.9472116085077071,0.04052084970548501,0.2460627514768993,,0.940379403794038,,0.8699186991869918,,3.4706198705218467,0.6129219661275632,0.2910340994700775,0.9875221245437387,0.046932409550958204,0.036945743378879965,0.5094850948509485,0.46738363558479074,0.09271287382236351,0.34959349593495936,0.47748901371492486,9.0,2.0,369.0,0.0,0.22542712046841865,0.2910340994700775,1.0380280450123587,0.7642276422764228,0.7745728795315814
pmlb_satimage,real_pmlb,real_pmlb,2.4489,6,36,1287,5148,0.0,0.0,,0.0,0.0,False,1996,0.37148174746276486,0.7321589420000232,6.4420307600987785,4.716590425645527,2.4471057884231535,3.5563086863442552,0.01812014173809609,0.032454268796417884,0.6168697224056663,0.38329480934340643,2.482970475052242,0.49482353717794936,0.3232200175841258,0.496013678561576,0.3240894973347213,1.0024298407931,3.5542085264821464,2.762175329050407,0.3206605534732075,0.06764472252999781,1.7029758967350337e-06,4.703997178079623e-06,0.43127100459244516,0.24262475727778,0.03445959112159098,0.09931227694704463,5.140360671705313,0.15665044150320986,16.852537101514923,0.9729453897775511,0.8989184896911843,0.14860886938614373,0.17835671342685372,0.37588104591663835,0.10898430223019563,0.10671342685370741,0.3088259277882377,36.0,6.0,1996.0,0.3151060500713779,2.490300915582612,7.729218786994884,1.3381819388512879,0.4934869739478958,0.004586610100884403
pmlb_schizo,real_pmlb,real_pmlb,3.2258,3,14,68,272,0.0,0.0,,0.0,0.0,False,272,0.5434216534382905,0.6886955951225143,0.27456384942704615,0.18909091368028796,3.2,2.0943769852205407,0.47681433276615115,0.23038827258320116,0.31847504402244187,0.17731838288611285,1.385766238622764,0.2619094420002074,0.14986191318815142,0.26287589750574325,0.15041490917777559,1.003690036900369,1.1316875182192583,23.711321713597687,0.9542140707749756,0.029799059683166765,0.6499426079604106,0.21275813501829913,0.9352960102960103,0.05255969514318665,0.803035178035178,0.06416808513489441,3.421699993416884,0.4556956567191104,0.2840740059669452,0.9925524437716263,0.05844323042641993,0.03186254220695038,0.6911764705882353,0.5059381006815228,0.08398402179412577,0.5367647058823529,0.49956568938601187,14.0,3.0,272.0,0.34955253636777944,0.23429451623953873,0.24534550674439992,,0.8970588235294118,0.7730509077848218
pmlb_spambase,real_pmlb,real_pmlb,1.5378,2,57,921,3680,0.0,0.0,,0.0,0.0,False,1999,0.21195652173913043,0.0,0.3778233459515261,0.0,1.5379310344827586,1.0406464760998504,0.8993069182838638,0.08571592817125084,0.7527813525570372,,0.9674547387298921,0.062415159319516265,0.10842206662611391,0.06510380489049881,0.11889098325612796,1.0437863635561375,1.0427645628776854,11.96908602134599,0.9660395779619635,0.03554761559472793,6.827130813896646e-37,,0.8494247123561781,,0.44172086043021513,,1.9272717565900312,0.851054598703189,1.3077620629477498,0.9918766286595023,0.0808294582397108,0.07405285824290264,0.19609804902451225,0.3139270774143648,0.19052923640495106,0.11105552776388194,0.3142795062141904,57.0,2.0,1999.0,0.0,0.5666797647576023,1.3077620629477498,3.0451808616845444,0.35917958979489745,0.4333202352423977
pmlb_spect,real_pmlb,real_pmlb,3.8545,2,22,54,213,0.0,0.0,,0.0,0.0,False,213,0.5868544600938967,0.0,0.5285554805457332,0.0,3.840909090909091,0.8544422863899984,0.1304843311676922,0.5123454766042561,0.5323196645321874,,0.7348804373538654,0.20151168803814665,0.15453846944887273,0.20246221486851504,0.15526742449344272,1.0047169811320746,1.1957760144958096,16.355949578792323,0.9483040499567296,0.027311234090991423,0.0,,0.8544600938967136,,0.8028169014084507,,1.5443922576884577,0.12705150468580625,0.395408986309102,0.9690978421389054,0.04493046605540629,0.022633529634484492,0.3427230046948357,,,0.24882629107981222,0.4333513900174395,22.0,2.0,213.0,0.0,0.28336422524766053,0.395408986309102,,0.19718309859154928,0.7166357747523395
pmlb_spectf,real_pmlb,real_pmlb,2.6737,2,44,70,279,0.0,0.0,,0.0,0.0,False,279,0.4551971326164875,0.0,0.5712282938043625,0.0,2.6710526315789473,2.5598297630298794,0.021615233405291694,0.34327977013940614,0.5873177635294673,,0.8448894759499644,0.30098619706522306,0.18787801910897772,0.3020688812273282,0.1885538393216,1.0035971223021585,2.3616658111336233,11.562470089546638,0.9464904557175583,0.036600046745998455,5.60870343590809e-19,,0.7204301075268817,,0.0,,3.3316475277099653,0.04823103589763497,0.5265827410179016,0.9581839904420549,0.07307171126987905,0.045786741473230065,0.35842293906810035,0.31027589144164114,0.22488928154702176,0.17562724014336917,0.38118645352219777,44.0,2.0,279.0,0.0,0.34494215535725525,0.5265827410179016,1.5361506776268605,0.6415770609318996,0.6550578446427447
pmlb_splice,real_pmlb,real_pmlb,2.1662,3,60,638,2550,0.0,0.0,,0.0,0.0,False,2550,0.39432069688945626,0.15552251601241274,1.6641019478376835,0.25880532182887334,2.1669394435351883,1.9750699914266951,0.05754311826887769,0.12427939906225072,0.6591924606509962,0.03724620208153572,1.4797149506045104,0.025075247158262717,0.020778828551928523,0.02508508444628077,0.02078698030891236,1.0003923107100785,0.2523231129205606,26.360582409950158,0.9780956565569088,0.05304430687743926,0.4166666666666667,0.14433756729740643,0.7726693168190417,0.08458395783490555,0.6669053146439466,0.17071063760707625,3.3986513207176663,0.1469530279877327,1.5546903138768058,0.9984222991157248,0.056133621313540175,0.09208003149292901,,,,,,60.0,3.0,2550.0,0.3062461714994766,0.8704566799277291,0.886616958633045,1.148011167547346,,0.3177613857563788
pmlb_tic_tac_toe,real_pmlb,real_pmlb,1.8855,2,9,192,766,0.0,0.0,,0.0,0.0,False,766,0.30809399477806787,0.0,0.06046653831156323,0.0,1.890566037735849,1.5388871600025114,0.027479577814618385,0.1733857159756681,0.2452949174880984,,0.9304017190069437,0.07623419006828938,0.055681131990468535,0.07633384260432662,0.05575391778392032,1.0013071895424865,0.28220749288054037,52.30953567788344,0.9931360507848565,0.00729752994639306,1.0,,1.0,,1.0,,2.451502414133601,0.046858980265673,0.06402176001577453,0.9962727266529869,0.01778646487585473,0.021001114185760426,0.4007832898172324,0.4884557965823582,0.06209364018185621,0.2689295039164491,0.4436929430400538,9.0,2.0,766.0,0.0,0.060169596545493004,0.06402176001577453,1.0271991468714656,0.5926892950391645,0.939830403454507
pmlb_tokyo1,real_pmlb,real_pmlb,1.7717,2,44,192,767,0.0,0.0,,0.0,0.0,False,767,0.2777053455019557,0.0,2.494520115504131,0.0,1.7689530685920578,2.6019930425885107,1.0867449906085178,0.14319711895060117,0.8843751607340379,,0.9436314375069952,,,0.1863021569528017,0.2663213423299117,0.9557915974365065,2.1654511707552286,3.1271546399212027,,,,,0.5371577574967406,,0.0,,3.2438704748855893,0.9789882405353796,3.589670279914701,0.886185191292035,0.30175400520991585,0.19672906805700394,0.1395045632333768,0.22587616104704544,0.17694874966483207,0.0847457627118644,0.278684726516147,44.0,2.0,767.0,0.0,0.7821194249233553,3.589670279914701,,0.18513689700130379,0.2178805750766447
pmlb_wine_quality_red,real_pmlb,real_pmlb,68.1,6,11,320,1279,0.0,0.0,,0.0,0.0,False,1279,1.0694395764213451,0.7310652160201284,1.3058878947413173,0.9546892158671318,68.125,3.3043768757395253,0.023060107217419013,0.24989897773441128,0.24578147113533647,0.22272951548694242,1.7101198592052465,0.20207778365400356,0.18786616444331744,0.2022359039855015,0.18801316457199005,1.0007824726134595,0.9119548399097422,17.116831213174923,0.9327116123044932,0.08234674225312363,0.02124736186914466,0.03843554606133126,0.6125084804440432,0.2997813861858052,0.30300404295438227,0.37605955466041835,4.914588063888358,0.07530093468539538,0.7487328130107136,0.9976709227852829,0.09990867105641361,0.0645335346892942,0.6301798279906177,0.36806885235620096,0.23494428472293521,0.36825645035183735,0.4825201284929455,11.0,6.0,1279.0,1.1508105086258236,0.5004764060434437,0.6264517660857204,,0.7599687255668491,0.546013907217064
pmlb_xd6,real_pmlb,real_pmlb,2.0217,2,9,195,778,0.0,0.0,,0.0,0.0,False,778,0.3393316195372751,0.0,0.1323518715541604,0.0,2.027237354085603,0.9997817586383722,0.0001923003463284582,0.20651278556401675,0.6033751357277768,,0.9152674489837118,0.012606565247107845,0.008993131629951582,0.012622789912805571,0.009004705801933514,1.001287001287003,0.04629799978632938,31.359669460333887,0.9599712720885627,0.008144043386332527,1.0,,1.0,,1.0,,1.885863075729291,0.0059904875741446945,0.572479234337427,0.9945347968887333,0.02918613189279346,0.005964435557721859,0.2712082262210797,0.11450299912873711,0.20417132929118006,0.04498714652956298,0.20740925004245314,9.0,2.0,778.0,0.0,0.36406155441451304,0.572479234337427,1.0387257020654208,0.38946015424164526,0.635938445585487
pmlb_yeast,real_pmlb,real_pmlb,23.15,9,8,296,1183,0.0,0.0,,0.0,0.0,False,1183,1.010426257712408,0.8374514254944215,2.4430996728832826,2.04597730368106,23.125,2.3252601346276665,1.467740877708254,0.14147110159674192,0.38451928939929547,0.27946277554345,2.466884607546698,0.08875195766291356,0.12079471801696061,0.08882704392151133,0.12089691320986816,1.000846023688654,0.4193738674093502,12.687888368793814,0.7478623994797609,0.18959624882134968,,,0.6036661074408913,0.2650598911308927,0.29862827311292967,0.2780121604617287,4.597716438910437,1.3572624046506998,3.061982807680173,0.9977055911121845,0.19442830326392718,0.15621612078816538,0.6703296703296703,0.4814012637684324,0.14567818708043767,0.48520710059171596,0.4999924908576187,8.0,9.0,1183.0,0.9051727352884117,1.7295367717622543,1.0305411039455532,,0.8157227387996618,0.10468326168286093
